"<strong>ERROR</strong>: Site URL already taken.","<strong>NAPAKA</strong>: URL Spletišča je že zaseden."
"<strong>ERROR</strong>: problem creating site entry.","<strong>NAPAKA</strong>: problem ustvarjanja vnosa spletišča."
"Only lowercase letters (a-z) and numbers are allowed.","Samo male črke (a-z) in številke so dovoljene."
"Please enter a username.","Prosim, vnesite uporabniško ime."
"That username is not allowed.","To uporabniško ime ni dovoljeno."
"You cannot use that email address to signup. We are having problems with them blocking some of our email. Please use another email provider.","Ne morete uporabiti tega e-poštnega naslova za prijavo. Vaš ponudnik blokira nekatere pošiljke. Prosim uporabite drugega e-poštnega ponudnika."
"Username must be at least 4 characters.","Uporabniško ime mora biti vsaj 4 znake dolgo."
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Oprostite, uporabniška imena ne smejo vsebovati znakov &#8220;_&#8221;!"
"Sorry, usernames must have letters too!","Oprostite, uporabniška imena morajo imeti tudi črke!"
"Please enter a valid email address.","Prosim vnesite veljaven e-poštni naslov."
"Sorry, that email address is not allowed!","Oprostite, ta e-poštni naslov ni dovoljen!"
"Sorry, that username already exists!","Oprostite, to uporabniško ime že obstaja!"
"Sorry, that email address is already used!","Oprostite, ta e-poštni naslov je že uporabljen!"
"That username is currently reserved but may be available in a couple of days.","To uporabniško ime je trenutno pridržano, mogoče bo pa na voljo čez nekaj dni."
"username and email used","uporabniško ime in e-poštni naslov že uporabljen"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Ta e-poštni naslov je že v uporabi. Prosim, preverite svojo prejeto pošto, če ste prejeli aktivacijsko e-pošto. Če ne storite ničesar, bo čez nekaj dni spet na voljo."
"Please enter a site name.","Prosim, vnesite ime spletišča."
"That name is not allowed.","To ime ni dovoljeno."
"Site name must be at least 4 characters.","Ime spletišča mora vsebovati vsaj 4 znake."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Oprostite, ime spletišča ne sme vsebovati znak &#8220;_&#8221;!"
"Sorry, you may not use that site name.","Oprostite, tega imena ne morete uporabiti za spletišče."
"Sorry, site names must have letters too!","Oprostite, imena spletišč morajo imeti tudi črke!"
"Please enter a site title.","Prosim, vnesite naslov spletišča."
"Sorry, that site already exists!","Oprostite, to spletišče že obstaja!"
"Sorry, that site is reserved!","Oprostite, to spletišče je rezervirano!"
"That site is currently reserved but may be available in a couple days.","To spletišče je trenutno rezervirano. Mogoče bo na voljo v parih dneh."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Da omogočite vaš blog, kliknite na to povezavo:\n\n%s\n\nPo aktivaciji boste prejeli novo e-pošto z vašimi prijavnimi podatki.\n\nPo aktivaciji lahko obiščete vašo novo spletišče tukaj:\n\n%s"
"[%s] Activate %s","[%s] Aktiviraj %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Za aktivacijo uporabnika, prosim obiščite spodnjo povezavo:\n\n%s\n\nPo aktivaciji boste prejeli *še eno* sporočilo."
"Invalid activation key.","Neveljaven aktivacijski ključ."
"The user is already active.","Uporabnik je že aktiven."
"The site is already active.","Spletišče je že aktivno."
"Could not create user","Ne morem ustvariti uporabnika"
"That username is already activated.","To uporabniško ime je že aktivirano."
"Could not create site.","Ne morem ustvariti spletišča."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Novo spletišče: %s\nURL: %s\nOddaljen IP: %s\n\nOnemogoči ta sporočila: %s"
"New Site Registration: %s","Nova Registracija Spletišča: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Nov uporabnik: %s\nURL: %s\nOddaljen IP: %s\n\nOnemogoči ta sporočila: %s"
"New User Registration: %s","Registracija novega uporabnika: %s"
"Already Installed","Že nameščeno"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Izgleda, kot da ste že namestili WordPress. Za ponovno namestitev počistite vaše stare tabele v podatkovni bazi."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Pozdravljeni,\n\nVaša nova stran SITE_NAME je bila uspešno postavljena na:\nBLOG_URL\n\nV vaš administrativni račun se lahko prijavite z naslednjimi podatki:\nUporabniško ime: USERNAME\nGeslo: PASSWORD\nPrijavite se tu: BLOG_URLwp-login.php\n\nUpamo, da boste uživali v vaši novi strani. Hvala!\n\n--Ekipa @ SITE_NAME"
"New %s Site: %s","Novo %s spletišče: %s"
"New %s User: %s","Nov %s uporabnik: %s"
"This file is too big. Files must be less than %d KB in size.","Ta datoteka je prevelika. Datoteka mora biti manjša kot %d KB."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Napaka se je zgodila pri dodajanju tega spletišča. Nazaj na <a href=\"%s\">sprednjo stran</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Dodani ste bili na to spletišče. Prosim obiščite <a href=\"%s\">domačo stran</a> ali <a href=\"%s\">se prijavite</a> s svojim uporabniškim imenom ter geslom."
"WordPress &rsaquo; Success","WordPress &rsaquo; Uspeh"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Spoštovani uporabnik,\n\nVaš nov uporabniški račun je nastavljen.\n\nPrijavite se lahko z naslednjimi informacijami:\nUporabniško ime: USERNAME\nGeslo: PASSWORD\nLOGINLINK\n\nHvala!\n\n--Ekipa @ SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Ta uporabnik se je odločil, da bo izbrisal svoj račun. Vsebina ni več na voljo."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","To spletišče še ni bilo aktivirano. Če imate težave pri aktiviranju spletišča, prosim kontaktirajte <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Ta stran je bila suspendirana ali arhivirana."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","To spletišče ne obstaja. Prosim preverite <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Nobeno spletišče ni definirano na tem naslovu. Če ste lastnik tega spletišča, poglejte <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> za pomoč."
"If your site does not display, please contact the owner of this network.","Če se vašo spletišče ne prikazuje, kontaktirajte lastnika tega omrežja."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Če ste lastnik tega omrežja, prosim preverite, če MySQL teče pravilno in če so vse tabele brez napak."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Tabele v podatkovni bazi majnkajo.</strong> To pomeni da MySQL ni na voljo, WordPress ni bil pravilno nameščen ali pa je nekdo izbrisal <code>%s</code>. Resnično bi mogli pogledat v vašo bazo."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Ne najdem spletišča <code>%s</code>.</strong> Iskal sem za tabelo <code>%s</code> v podatkovni bazi <code>%s</code>. Je to pravilno?"
"What do I do now?","Kaj zdaj?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Preberite stran <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">poročanje hroščev</a>. Nekatere smernice vam lahko pomagajo ugotoviti kaj je narobe."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Če ste obtičali pri tem sporočilu, preverite če vaša podatkovna zbirka vsebuje naslednje tabele:"
"Multisite only works without the port number in the URL.","Omrežje deluje samo brez številke vrat v URL naslovu."
"Database tables are missing.","Tabele podatkovne baze majnkajo."
"No site by that name on this system.","Ni spletišča s tem imenom na tem sistemu."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Ime menija <strong>%s</strong> je v nasprotju z drugim. Poskusite drugo ime."
"The given object ID is not that of a menu item.","Vnešeni ID ne soupada z nobenim menijem."
"Custom","Po meri"
"%s is a protected WP option and may not be modified","%s je zaščitena nastavitev WP-a in se ne more spreminjati"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>NAPAKA</strong>: Napačno uporabniško ime ali nepravilno geslo."
"You should specify a nonce action to be verified by using the first parameter.","Določite enkratno akcijo (nonce), ki bo preverjena s pomočjo prvega parametra."
"New comment on your post \"%s\"","Nov komentar na prispevek \"%s\""
"Author : %s (IP: %s , %s)","Avtor: %s (IP naslov: %s, %s)"
"E-mail : %s","E-pošta: %s"
"Comment:","Komentar: "
"You can see all comments on this post here:","Vse komentarje na ta prispevek lahko vidite tukaj: "
"[%s] Comment: \"%s\"","[%s] Komentar: \"%s\""
"New trackback on your post \"%s\"","Nova povratna sled na ta prispevek \"%s\""
"Website: %s (IP: %s , %s)","Spletna stran: %s (naslov IP: %s , %s)"
"Excerpt:","Izvleček: "
"You can see all trackbacks on this post here:","Povratno sled za ta prispevek lahko vidite tukaj: "
"[%s] Trackback: \"%s\"","[%s] Povratna sled: \"%s\""
"New pingback on your post \"%s\"","Nov pingback prispevka \"%s\""
"You can see all pingbacks on this post here:","Vsak pingback na ta prispevek lahko vidite tukaj: "
"Permalink: %s","Trajna povezava: %s"
"Trash it: %s","Premakni v smeti: %s"
"Delete it: %s","Izbriši: %s"
"Spam it: %s","Označi kot neželeno: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Nova povratna sled na prispevek \"%s\" čaka na odobritev"
"Website : %s (IP: %s , %s)","Spletna stran: %s (IP naslov: %s , %s)"
"Trackback excerpt:","Izvleček povratne sledi: "
"A new pingback on the post \"%s\" is waiting for your approval","Nov pingback na prispevek \"%s\" čaka na odobritev"
"Pingback excerpt:","Izvleček za Pingback: "
"A new comment on the post \"%s\" is waiting for your approval","Nov komentar na prispevk \"%s\" čaka na odobritev"
"Approve it: %s","Odobri: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Trenutno čaka na odobritev %s komentar. Prosim, obiščite ploščo za moderiranje:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Trenutno čakata na odobritev %s komentarja. Prosim, obiščite ploščo za moderiranje:"
"[%s] Please moderate: \"%s\"","[%s] Prosim, preglejte: \"%s\""
"Password Lost and Changed for user: %s","Pozabljeno geslo ponastavljeno za uporabnika: %s"
"[%s] Password Lost/Changed","[%s] Izgubljeno/spremenjeno geslo"
"New user registration on your site %s:","Registracija novega uporabnika %s:"
"Username: %s","Uporabniško ime: %s"
"E-mail: %s","E-pošta: %s"
"[%s] New User Registration","[%s] Registracija novega uporabnika"
"Password: %s","Geslo: %s"
"[%s] Your username and password","[%s] Vaše uporabniško ime in geslo"
"Only a static class method or function can be used in an uninstall hook.","Samo statična metoda razreda (static class method) ali funkcija je lahko uporablijena kot hook pri odstranitvi."
"Protected: %s","Zaščiteno: %s"
"Private: %s","Zasebno: %s"
"(more...)","(več …)"
"There is no excerpt because this is a protected post.","Ni izvlečka, ker je prispevek zaščiten."
"Pages:","Strani:"
"Next page","Naslednja stran"
"Previous page","Prejšnja stran"
"Home","Domov"
"This post is password protected. To view it please enter your password below:","Ta prispevek je zaščiten z geslom. Če ga želite pogledati, vnesite geslo:"
"Submit","Pošlji"
"j F, Y @ G:i","j F, Y ob G:i"
"%s [Autosave]","%s [Samodejno]"
"%s [Current Revision]","%s [Trenutno]"
"%s by %s","%s, %s"
"Restore","Obnovi"
"Compare Revisions","Primerjaj različice"
"Old","Star"
"New","Nov"
"Date Created","Datum nastanka"
"Actions","Ukazi"
"Post","Prispevek"
"Page","Stran"
"Media","Mediji"
"Add New","Dodaj"
"Edit Media","Urejanje medijev"
"View Attachment Page","Poglej stran priponke"
"Revisions","Različice"
"Revision","Različica"
"Navigation Menu Items","Postavke Navigacijskega Menija"
"Navigation Menu Item","Postavka Navigacijskega Menija"
"Published","Objavljeno"
"Published <span class=\"count\">(%s)</span>","Objavljena <span class=\"count\">(%s)</span>"
"Scheduled","Načrtovano"
"Scheduled <span class=\"count\">(%s)</span>","Načrtovana <span class=\"count\">(%s)</span>"
"Draft","Osnutek"
"Draft <span class=\"count\">(%s)</span>","Osnutek <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Osnutka <span class=\"count\">(%s)</span>"
"Pending","Čaka"
